Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,30,21,2.187499999999993,2.187499999999999,0,-22.968746,-3.281239,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,30,23,2.1875,2.1875009999999993,0,-18.593746,-3.2812395,0
0,1,31,23,2.1875,2.1875000000000004,0,-18.593744,-1.093739,0
0,1,31,22,2.1875000000000036,2.1875000000000004,0,-20.781244,-1.093739,0
0,0,30,23,2.1875,2.1875009999999993,0,-18.593746,-3.2812395,0
0,1,31,22,2.1875000000000036,2.1875000000000004,0,-20.781244,-1.093739,0
0,1,30,22,2.1875000000000036,2.187499999999999,0,-20.781246000000003,-3.281239,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,30,24,2.1874999999999964,2.187499999999999,0,-16.406246000000003,-3.28124,0
0,1,31,24,2.187498999999999,2.1875010000000006,0,-16.4062445,-1.0937395,0
0,1,31,23,2.1875,2.1875000000000004,0,-18.593744,-1.093739,0
0,0,30,24,2.1874999999999964,2.187499999999999,0,-16.406246000000003,-3.28124,0
0,1,31,23,2.1875,2.1875000000000004,0,-18.593744,-1.093739,0
0,1,30,23,2.1875,2.1875009999999993,0,-18.593746,-3.2812395,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,30,25,2.1875000000000036,2.187499999999999,0,-14.218746000000001,-3.28124,0
0,1,31,25,2.1875000000000036,2.1875000000000004,0,-14.218745,-1.0937400000000002,0
0,1,31,24,2.187498999999999,2.1875010000000006,0,-16.4062445,-1.0937395,0
0,0,30,25,2.1875000000000036,2.187499999999999,0,-14.218746000000001,-3.28124,0
0,1,31,24,2.187498999999999,2.1875010000000006,0,-16.4062445,-1.0937395,0
0,1,30,24,2.1874999999999964,2.187499999999999,0,-16.406246000000003,-3.28124,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,30,26,2.1874999999999982,2.187499999999999,0,-12.031246,-3.28124,0
0,1,31,26,2.1874999999999982,2.1875000000000004,0,-12.031244999999998,-1.0937400000000002,0
0,1,31,25,2.1875000000000036,2.1875000000000004,0,-14.218745,-1.0937400000000002,0
0,0,30,26,2.1874999999999982,2.187499999999999,0,-12.031246,-3.28124,0
0,1,31,25,2.1875000000000036,2.1875000000000004,0,-14.218745,-1.0937400000000002,0
0,1,30,25,2.1875000000000036,2.187499999999999,0,-14.218746000000001,-3.28124,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,29,27,2.1875000000000018,2.1875,0,-9.843746,-5.4687399999999995,0
0,1,30,27,2.1875000000000018,2.187499999999999,0,-9.843746,-3.28124,0
0,1,31,27,2.1875000000000018,2.1875000000000004,0,-9.843744999999998,-1.0937400000000002,0
0,1,31,26,2.1874999999999982,2.1875000000000004,0,-12.031244999999998,-1.0937400000000002,0
0,0,30,27,2.1875000000000018,2.187499999999999,0,-9.843746,-3.28124,0
0,1,31,26,2.1874999999999982,2.1875000000000004,0,-12.031244999999998,-1.0937400000000002,0
0,1,30,26,2.1874999999999982,2.187499999999999,0,-12.031246,-3.28124,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,29,27,2.1875000000000018,2.1875,0,-9.843746,-5.4687399999999995,0
0,1,29,28,2.1875,2.187499,0,-7.656245999999999,-5.468740499999999,0
0,1,30,28,2.1875,2.187499999999999,0,-7.656245999999999,-3.281241,0
0,1,31,28,2.187499999999999,2.1875000000000004,0,-7.656244999999998,-1.0937410000000003,0
0,1,31,27,2.1875000000000018,2.1875000000000004,0,-9.843744999999998,-1.0937400000000002,0
0,0,30,28,2.1875,2.187499999999999,0,-7.656245999999999,-3.281241,0
0,1,31,27,2.1875000000000018,2.1875000000000004,0,-9.843744999999998,-1.0937400000000002,0
0,1,30,27,2.1875000000000018,2.187499999999999,0,-9.843746,-3.28124,0
0,1,29,27,2.1875000000000018,2.1875,0,-9.843746,-5.4687399999999995,0
0,1,29,28,2.1875,2.187499,0,-7.656245999999999,-5.468740499999999,0
0,1,29,29,2.1875,2.1875,0,-5.468745999999999,-5.468741,0
0,1,30,29,2.1875,2.187499999999999,0,-5.468745999999999,-3.281241,0
0,1,31,29,2.187499,2.1875000000000004,0,-5.468745499999999,-1.0937410000000003,0
0,1,31,28,2.187499999999999,2.1875000000000004,0,-7.656244999999998,-1.0937410000000003,0
0,0,30,29,2.1875,2.187499999999999,0,-5.468745999999999,-3.281241,0
0,1,31,28,2.187499999999999,2.1875000000000004,0,-7.656244999999998,-1.0937410000000003,0
0,1,30,28,2.1875,2.187499999999999,0,-7.656245999999999,-3.281241,0
0,1,29,28,2.1875,2.187499,0,-7.656245999999999,-5.468740499999999,0
0,1,29,29,2.1875,2.1875,0,-5.468745999999999,-5.468741,0
0,1,29,30,2.187499999999999,2.1875,0,-3.281246,-5.468741,0
0,1,30,30,2.187499999999999,2.187499999999999,0,-3.281246,-3.281241,0
0,1,31,30,2.187499999999999,2.1875000000000004,0,-3.281246,-1.0937410000000003,0
0,1,31,29,2.187499,2.1875000000000004,0,-5.468745499999999,-1.0937410000000003,0
0,0,30,30,2.187499999999999,2.187499999999999,0,-3.281246,-3.281241,0
0,1,31,29,2.187499,2.1875000000000004,0,-5.468745499999999,-1.0937410000000003,0
0,1,30,29,2.1875,2.187499999999999,0,-5.468745999999999,-3.281241,0
0,1,29,29,2.1875,2.1875,0,-5.468745999999999,-5.468741,0
0,1,29,30,2.187499999999999,2.1875,0,-3.281246,-5.468741,0
0,1,29,31,2.1875000000000004,2.1875,0,-1.093746,-5.468741,0
0,1,30,31,2.1875000000000004,2.1874989999999994,0,-1.093746,-3.2812415,0
0,1,31,31,2.1875000000000004,2.1875,0,-1.093746,-1.0937420000000002,0
0,1,31,30,2.187499999999999,2.1875000000000004,0,-3.281246,-1.0937410000000003,0
0,0,30,31,2.1875000000000004,2.1874989999999994,0,-1.093746,-3.2812415,0
0,1,31,30,2.187499999999999,2.1875000000000004,0,-3.281246,-1.0937410000000003,0
0,1,30,30,2.187499999999999,2.187499999999999,0,-3.281246,-3.281241,0
0,1,29,30,2.187499999999999,2.1875,0,-3.281246,-5.468741,0
0,1,29,31,2.1875000000000004,2.1875,0,-1.093746,-5.468741,0
0,1,29,32,2.1874990000000003,2.187499,0,1.0937535000000003,-5.4687415,0
0,1,30,32,2.1875000000000004,2.1874999999999996,0,1.0937540000000003,-3.2812419999999998,0
0,1,31,32,2.1875000000000004,2.1875,0,1.0937540000000003,-1.0937420000000002,0
0,1,31,31,2.1875000000000004,2.1875,0,-1.093746,-1.0937420000000002,0
0,0,30,32,2.1875000000000004,2.1874999999999996,0,1.0937540000000003,-3.2812419999999998,0
0,1,31,31,2.1875000000000004,2.1875,0,-1.093746,-1.0937420000000002,0
0,1,30,31,2.1875000000000004,2.1874989999999994,0,-1.093746,-3.2812415,0
0,1,29,31,2.1875000000000004,2.1875,0,-1.093746,-5.468741,0
0,1,29,32,2.1874990000000003,2.187499,0,1.0937535000000003,-5.4687415,0
0,1,29,33,2.1875,2.1875,0,3.2812530000000004,-5.468742,0
0,1,30,33,2.187499,2.1874999999999996,0,3.2812535000000005,-3.2812419999999998,0
0,1,31,33,2.187499999999999,2.1875,0,3.281254,-1.0937420000000002,0
0,1,31,32,2.1875000000000004,2.1875,0,1.0937540000000003,-1.0937420000000002,0
0,0,30,33,2.187499,2.1874999999999996,0,3.2812535000000005,-3.2812419999999998,0
0,1,31,32,2.1875000000000004,2.1875,0,1.0937540000000003,-1.0937420000000002,0
0,1,30,32,2.1875000000000004,2.1874999999999996,0,1.0937540000000003,-3.2812419999999998,0
0,1,29,32,2.1874990000000003,2.187499,0,1.0937535000000003,-5.4687415,0
0,1,29,33,2.1875,2.1875,0,3.2812530000000004,-5.468742,0
0,1,29,34,2.187498999999999,2.187501,0,5.4687525,-5.468742499999999,0
0,1,30,34,2.187498999999999,2.1874999999999996,0,5.4687525,-3.2812419999999998,0
0,1,31,34,2.187499,2.1874990000000003,0,5.4687535,-1.0937425,0
0,1,31,33,2.187499999999999,2.1875,0,3.281254,-1.0937420000000002,0
0,0,30,34,2.187498999999999,2.1874999999999996,0,5.4687525,-3.2812419999999998,0
0,1,31,33,2.187499999999999,2.1875,0,3.281254,-1.0937420000000002,0
0,1,30,33,2.187499,2.1874999999999996,0,3.2812535000000005,-3.2812419999999998,0
0,1,29,33,2.1875,2.1875,0,3.2812530000000004,-5.468742,0
0,1,29,34,2.187498999999999,2.187501,0,5.4687525,-5.468742499999999,0
0,1,29,35,2.187500000000001,2.1875,0,7.656252,-5.468743,0
0,1,30,35,2.187500000000001,2.1874999999999996,0,7.656252,-3.281243,0
0,1,31,35,2.1875,2.1875000000000004,0,7.6562529999999995,-1.0937430000000001,0
0,1,31,34,2.187499,2.1874990000000003,0,5.4687535,-1.0937425,0
0,0,30,35,2.187500000000001,2.1874999999999996,0,7.656252,-3.281243,0
0,1,31,34,2.187499,2.1874990000000003,0,5.4687535,-1.0937425,0
0,1,30,34,2.187498999999999,2.1874999999999996,0,5.4687525,-3.2812419999999998,0
0,1,29,34,2.187498999999999,2.187501,0,5.4687525,-5.468742499999999,0
0,1,29,35,2.187500000000001,2.1875,0,7.656252,-5.468743,0
0,1,29,36,2.1875,2.1875,0,9.843752,-5.468743,0
0,1,30,36,2.1875,2.1874999999999996,0,9.843752,-3.281243,0
0,1,31,36,2.1874990000000007,2.1875000000000004,0,9.8437525,-1.0937430000000001,0
0,1,31,35,2.1875,2.1875000000000004,0,7.6562529999999995,-1.0937430000000001,0
0,0,30,36,2.1875,2.1874999999999996,0,9.843752,-3.281243,0
0,1,31,35,2.1875,2.1875000000000004,0,7.6562529999999995,-1.0937430000000001,0
0,1,30,35,2.187500000000001,2.1874999999999996,0,7.656252,-3.281243,0
0,1,29,35,2.187500000000001,2.1875,0,7.656252,-5.468743,0
0,1,29,36,2.1875,2.1875,0,9.843752,-5.468743,0
0,1,29,37,2.187498999999999,2.1875,0,12.0312515,-5.468743,0
0,1,30,37,2.1875,2.1874989999999994,0,12.031252,-3.2812435000000004,0
0,1,31,37,2.1875,2.1875000000000004,0,12.031252,-1.0937440000000003,0
0,1,31,36,2.1874990000000007,2.1875000000000004,0,9.8437525,-1.0937430000000001,0
0,0,30,37,2.1875,2.1874989999999994,0,12.031252,-3.2812435000000004,0
0,1,31,36,2.1874990000000007,2.1875000000000004,0,9.8437525,-1.0937430000000001,0
0,1,30,36,2.1875,2.1874999999999996,0,9.843752,-3.281243,0
0,1,29,36,2.1875,2.1875,0,9.843752,-5.468743,0
0,1,29,37,2.187498999999999,2.1875,0,12.0312515,-5.468743,0
0,1,29,38,2.1874990000000025,2.1875,0,14.2187505,-5.468743999999999,0
0,1,30,38,2.1874990000000007,2.1874999999999987,0,14.2187515,-3.281244,0
0,1,31,38,2.1875000000000018,2.1875000000000004,0,14.218752000000002,-1.0937440000000003,0
0,1,31,37,2.1875,2.1875000000000004,0,12.031252,-1.0937440000000003,0
0,0,30,38,2.1874990000000007,2.1874999999999987,0,14.2187515,-3.281244,0
0,1,31,37,2.1875,2.1875000000000004,0,12.031252,-1.0937440000000003,0
0,1,30,37,2.1875,2.1874989999999994,0,12.031252,-3.2812435000000004,0
0,1,29,37,2.187498999999999,2.1875,0,12.0312515,-5.468743,0
0,1,29,38,2.1874990000000025,2.1875,0,14.2187505,-5.468743999999999,0
0,1,29,39,2.1874999999999982,2.1875,0,16.40625,-5.468743999999999,0
0,1,30,39,2.187498999999999,2.1874999999999987,0,16.4062505,-3.281244,0
0,1,31,39,2.1874999999999964,2.1875000000000004,0,16.406252000000002,-1.0937440000000003,0
0,1,31,38,2.1875000000000018,2.1875000000000004,0,14.218752000000002,-1.0937440000000003,0
0,0,30,39,2.187498999999999,2.1874999999999987,0,16.4062505,-3.281244,0
0,1,31,38,2.1875000000000018,2.1875000000000004,0,14.218752000000002,-1.0937440000000003,0
0,1,30,38,2.1874990000000007,2.1874999999999987,0,14.2187515,-3.281244,0
0,1,29,38,2.1874990000000025,2.1875,0,14.2187505,-5.468743999999999,0
0,1,29,39,2.1874999999999982,2.1875,0,16.40625,-5.468743999999999,0
0,1,29,40,2.1875,2.1875,0,18.59375,-5.468743999999999,0
0,1,30,40,2.1875,2.187498999999999,0,18.59375,-3.2812444999999997,0
0,1,31,40,2.1874980000000015,2.1875,0,18.593750999999997,-1.0937450000000002,0
0,1,31,39,2.1874999999999964,2.1875000000000004,0,16.406252000000002,-1.0937440000000003,0
0,0,30,40,2.1875,2.187498999999999,0,18.59375,-3.2812444999999997,0
0,1,31,39,2.1874999999999964,2.1875000000000004,0,16.406252000000002,-1.0937440000000003,0
0,1,30,39,2.187498999999999,2.1874999999999987,0,16.4062505,-3.281244,0
0,1,29,39,2.1874999999999982,2.1875,0,16.40625,-5.468743999999999,0
0,1,29,40,2.1875,2.1875,0,18.59375,-5.468743999999999,0
0,1,29,41,2.1875,2.1875,0,20.78125,-5.468744999999999,0
0,1,30,41,2.1875,2.187499999999999,0,20.78125,-3.2812449999999997,0
0,1,31,41,2.1875,2.1875,0,20.78125,-1.0937450000000002,0
0,1,31,40,2.1874980000000015,2.1875,0,18.593750999999997,-1.0937450000000002,0
0,0,30,41,2.1875,2.187499999999999,0,20.78125,-3.2812449999999997,0
0,1,31,40,2.1874980000000015,2.1875,0,18.593750999999997,-1.0937450000000002,0
0,1,30,40,2.1875,2.187498999999999,0,18.59375,-3.2812444999999997,0
0,1,29,40,2.1875,2.1875,0,18.59375,-5.468743999999999,0
0,1,29,41,2.1875,2.1875,0,20.78125,-5.468744999999999,0
0,1,29,42,2.1874999999999964,2.1875,0,22.96875,-5.468744999999999,0
0,1,30,42,2.1874999999999964,2.187499999999999,0,22.96875,-3.2812449999999997,0
0,1,31,42,2.1874999999999964,2.1875,0,22.96875,-1.0937450000000002,0
0,1,31,41,2.1875,2.1875,0,20.78125,-1.0937450000000002,0
0,0,30,42,2.1874999999999964,2.187499999999999,0,22.96875,-3.2812449999999997,0
0,1,31,41,2.1875,2.1875,0,20.78125,-1.0937450000000002,0
0,1,30,41,2.1875,2.187499999999999,0,20.78125,-3.2812449999999997,0
0,1,29,41,2.1875,2.1875,0,20.78125,-5.468744999999999,0
0,1,29,42,2.1874999999999964,2.1875,0,22.96875,-5.468744999999999,0
0,1,29,43,2.1875000000000036,2.1875,0,25.15625,-5.468744999999999,0
0,1,30,43,2.1875000000000036,2.187499999999999,0,25.15625,-3.2812449999999997,0
0,1,31,43,2.1875000000000036,2.1874990000000003,0,25.15625,-1.0937455,0
0,1,31,42,2.1874999999999964,2.1875,0,22.96875,-1.0937450000000002,0
0,0,30,43,2.1875000000000036,2.187499999999999,0,25.15625,-3.2812449999999997,0
0,1,31,42,2.1874999999999964,2.1875,0,22.96875,-1.0937450000000002,0
0,1,30,42,2.1874999999999964,2.187499999999999,0,22.96875,-3.2812449999999997,0
0,1,29,42,2.1874999999999964,2.1875,0,22.96875,-5.468744999999999,0
0,1,29,43,2.1875000000000036,2.1875,0,25.15625,-5.468744999999999,0
0,1,29,44,2.1875,2.187499,0,27.34375,-5.468745499999999,0
0,1,30,44,2.1875,2.187499999999999,0,27.34375,-3.281246,0
0,1,31,44,2.1875,2.1875000000000004,0,27.34375,-1.093746,0
0,1,31,43,2.1875000000000036,2.1874990000000003,0,25.15625,-1.0937455,0
0,0,30,44,2.1875,2.187499999999999,0,27.34375,-3.281246,0
0,1,31,43,2.1875000000000036,2.1874990000000003,0,25.15625,-1.0937455,0
0,1,30,43,2.1875000000000036,2.187499999999999,0,25.15625,-3.2812449999999997,0
0,1,29,43,2.1875000000000036,2.1875,0,25.15625,-5.468744999999999,0
0,1,29,44,2.1875,2.187499,0,27.34375,-5.468745499999999,0
0,1,29,45,2.1875,2.1875,0,29.53125,-5.468745999999999,0
0,1,30,45,2.1875,2.187499999999999,0,29.53125,-3.281246,0
0,1,31,45,2.1875,2.1875000000000004,0,29.53125,-1.093746,0
0,1,31,44,2.1875,2.1875000000000004,0,27.34375,-1.093746,0
0,0,30,45,2.1875,2.187499999999999,0,29.53125,-3.281246,0
0,1,31,44,2.1875,2.1875000000000004,0,27.34375,-1.093746,0
0,1,30,44,2.1875,2.187499999999999,0,27.34375,-3.281246,0
0,1,29,44,2.1875,2.187499,0,27.34375,-5.468745499999999,0
0,1,29,45,2.1875,2.1875,0,29.53125,-5.468745999999999,0
0,1,29,46,2.1875,2.1875,0,31.71875,-5.468745999999999,0
0,1,30,46,2.1875,2.187499999999999,0,31.71875,-3.281246,0
0,1,31,46,2.1875,2.1874990000000003,0,31.71875,-1.0937465000000002,0
0,1,31,45,2.1875,2.1875000000000004,0,29.53125,-1.093746,0
0,0,30,46,2.1875,2.187499999999999,0,31.71875,-3.281246,0
0,1,31,45,2.1875,2.1875000000000004,0,29.53125,-1.093746,0
0,1,30,45,2.1875,2.187499999999999,0,29.53125,-3.281246,0
0,1,29,45,2.1875,2.1875,0,29.53125,-5.468745999999999,0
0,1,29,46,2.1875,2.1875,0,31.71875,-5.468745999999999,0
0,1,29,47,2.1875,2.187499,0,33.90625,-5.4687465,0
0,1,30,47,2.1875,2.187499999999999,0,33.90625,-3.281247,0
0,1,31,47,2.1875,2.1875000000000004,0,33.90625,-1.0937470000000002,0
0,1,31,46,2.1875,2.1874990000000003,0,31.71875,-1.0937465000000002,0
0,0,30,47,2.1875,2.187499999999999,0,33.90625,-3.281247,0
0,1,31,46,2.1875,2.1874990000000003,0,31.71875,-1.0937465000000002,0
0,1,30,46,2.1875,2.187499999999999,0,31.71875,-3.281246,0
0,1,29,46,2.1875,2.1875,0,31.71875,-5.468745999999999,0
0,1,29,47,2.1875,2.187499,0,33.90625,-5.4687465,0
0,1,29,48,2.1875,2.1875,0,36.09375,-5.468747,0
0,1,30,48,2.1875,2.187499999999999,0,36.09375,-3.281247,0
0,1,31,48,2.1875,2.1875000000000004,0,36.09375,-1.0937470000000002,0
0,1,31,47,2.1875,2.1875000000000004,0,33.90625,-1.0937470000000002,0
0,0,30,48,2.1875,2.187499999999999,0,36.09375,-3.281247,0
0,1,31,47,2.1875,2.1875000000000004,0,33.90625,-1.0937470000000002,0
0,1,30,47,2.1875,2.187499999999999,0,33.90625,-3.281247,0
0,1,29,47,2.1875,2.187499,0,33.90625,-5.4687465,0
0,1,29,48,2.1875,2.1875,0,36.09375,-5.468747,0
0,1,29,49,2.1875,2.187499,0,38.28125,-5.468747499999999,0
0,1,30,49,2.1875,2.1875009999999993,0,38.28125,-3.2812475,0
0,1,31,49,2.1875,2.1874990000000003,0,38.28125,-1.0937475000000003,0
0,1,31,48,2.1875,2.1875000000000004,0,36.09375,-1.0937470000000002,0
0,0,30,49,2.1875,2.1875009999999993,0,38.28125,-3.2812475,0
0,1,31,48,2.1875,2.1875000000000004,0,36.09375,-1.0937470000000002,0
0,1,30,48,2.1875,2.187499999999999,0,36.09375,-3.281247,0
0,1,29,48,2.1875,2.1875,0,36.09375,-5.468747,0
0,1,29,49,2.1875,2.187499,0,38.28125,-5.468747499999999,0
0,1,29,50,2.187500000000007,2.1875,0,40.46875,-5.468748,0
0,1,30,50,2.187500000000007,2.1874999999999996,0,40.46875,-3.2812479999999997,0
0,1,31,50,2.187500000000007,2.1875,0,40.46875,-1.0937480000000002,0
0,1,31,49,2.1875,2.1874990000000003,0,38.28125,-1.0937475000000003,0
0,0,30,50,2.187500000000007,2.1874999999999996,0,40.46875,-3.2812479999999997,0
0,1,31,49,2.1875,2.1874990000000003,0,38.28125,-1.0937475000000003,0
0,1,30,49,2.1875,2.1875009999999993,0,38.28125,-3.2812475,0
0,1,29,49,2.1875,2.187499,0,38.28125,-5.468747499999999,0
0,1,29,50,2.187500000000007,2.1875,0,40.46875,-5.468748,0
0,1,29,51,2.187499999999993,2.1875,0,42.65625,-5.468748,0
0,1,30,51,2.187499999999993,2.1874999999999996,0,42.65625,-3.2812479999999997,0
0,1,31,51,2.187499999999993,2.1875,0,42.65625,-1.0937480000000002,0
0,1,31,50,2.187500000000007,2.1875,0,40.46875,-1.0937480000000002,0
0,0,30,51,2.187499999999993,2.1874999999999996,0,42.65625,-3.2812479999999997,0
0,1,31,50,2.187500000000007,2.1875,0,40.46875,-1.0937480000000002,0
0,1,30,50,2.187500000000007,2.1874999999999996,0,40.46875,-3.2812479999999997,0
0,1,29,50,2.187500000000007,2.1875,0,40.46875,-5.468748,0
0,1,29,51,2.187499999999993,2.1875,0,42.65625,-5.468748,0
0,1,29,52,2.1875,2.1875,0,44.84375,-5.468748,0
0,1,30,52,2.1875,2.1874999999999996,0,44.84375,-3.2812479999999997,0
0,1,31,52,2.1875,2.1874990000000003,0,44.84375,-1.0937485,0
0,1,31,51,2.187499999999993,2.1875,0,42.65625,-1.0937480000000002,0
0,0,30,52,2.1875,2.1874999999999996,0,44.84375,-3.2812479999999997,0
0,1,31,51,2.187499999999993,2.1875,0,42.65625,-1.0937480000000002,0
0,1,30,51,2.187499999999993,2.1874999999999996,0,42.65625,-3.2812479999999997,0
0,1,29,51,2.187499999999993,2.1875,0,42.65625,-5.468748,0
0,1,29,52,2.1875,2.1875,0,44.84375,-5.468748,0
0,1,29,53,2.187500000000007,2.1875,0,47.03125,-5.468749,0
0,1,30,53,2.187500000000007,2.1874999999999996,0,47.03125,-3.281249,0
0,1,31,53,2.187500000000007,2.1875000000000004,0,47.03125,-1.093749,0
0,1,31,52,2.1875,2.1874990000000003,0,44.84375,-1.0937485,0
0,0,30,53,2.187500000000007,2.1874999999999996,0,47.03125,-3.281249,0
0,1,31,52,2.1875,2.1874990000000003,0,44.84375,-1.0937485,0
0,1,30,52,2.1875,2.1874999999999996,0,44.84375,-3.2812479999999997,0
0,1,29,52,2.1875,2.1875,0,44.84375,-5.468748,0
0,1,29,53,2.187500000000007,2.1875,0,47.03125,-5.468749,0
0,1,29,54,2.187499999999993,2.1875,0,49.21875,-5.468749,0
0,1,30,54,2.187499999999993,2.1874999999999996,0,49.21875,-3.281249,0
0,1,31,54,2.187499999999993,2.1875000000000004,0,49.21875,-1.093749,0
0,1,31,53,2.187500000000007,2.1875000000000004,0,47.03125,-1.093749,0
0,0,30,54,2.187499999999993,2.1874999999999996,0,49.21875,-3.281249,0
0,1,31,53,2.187500000000007,2.1875000000000004,0,47.03125,-1.093749,0
0,1,30,53,2.187500000000007,2.1874999999999996,0,47.03125,-3.281249,0
0,1,29,53,2.187500000000007,2.1875,0,47.03125,-5.468749,0
0,1,29,54,2.187499999999993,2.1875,0,49.21875,-5.468749,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,31,54,2.187499999999993,2.1875000000000004,0,49.21875,-1.093749,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,30,56,2.1875,2.1874999999999996,0,53.59375,-3.28125,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,29,56,2.1875,2.187499999999999,0,53.59375,-5.46875,0
0,1,29,57,2.1875,2.187499999999999,0,55.78125,-5.46875,0
0,1,30,57,2.1875,2.1874999999999996,0,55.78125,-3.28125,0
0,1,31,57,2.1875,2.1875000000000004,0,55.78125,-1.0937500000000002,0
0,1,31,56,2.1875,2.1875000000000004,0,53.59375,-1.0937500000000002,0
0,0,30,57,2.1875,2.1874999999999996,0,55.78125,-3.28125,0
0,1,31,56,2.1875,2.1875000000000004,0,53.59375,-1.0937500000000002,0
0,1,30,56,2.1875,2.1874999999999996,0,53.59375,-3.28125,0
0,1,29,56,2.1875,2.187499999999999,0,53.59375,-5.46875,0
0,1,29,57,2.1875,2.187499999999999,0,55.78125,-5.46875,0
0,1,29,58,2.187500000000007,2.187499999999999,0,57.96875,-5.46875,0
0,1,30,58,2.187500000000007,2.1874999999999996,0,57.96875,-3.28125,0
0,1,31,58,2.187500000000007,2.1875000000000004,0,57.96875,-1.0937500000000002,0
0,1,31,57,2.1875,2.1875000000000004,0,55.78125,-1.0937500000000002,0
0,0,30,58,2.187500000000007,2.1874999999999996,0,57.96875,-3.28125,0
0,1,31,57,2.1875,2.1875000000000004,0,55.78125,-1.0937500000000002,0
0,1,30,57,2.1875,2.1874999999999996,0,55.78125,-3.28125,0
0,1,29,57,2.1875,2.187499999999999,0,55.78125,-5.46875,0
0,1,29,58,2.187500000000007,2.187499999999999,0,57.96875,-5.46875,0
0,1,29,59,2.187499999999993,2.187499999999999,0,60.15625,-5.46875,0
0,1,30,59,2.187499999999993,2.1874999999999996,0,60.15625,-3.28125,0
0,1,31,59,2.187499999999993,2.1874990000000003,0,60.15625,-1.0937505000000003,0
0,1,31,58,2.187500000000007,2.1875000000000004,0,57.96875,-1.0937500000000002,0
0,0,30,59,2.187499999999993,2.1874999999999996,0,60.15625,-3.28125,0
0,1,31,58,2.187500000000007,2.1875000000000004,0,57.96875,-1.0937500000000002,0
0,1,30,58,2.187500000000007,2.1874999999999996,0,57.96875,-3.28125,0
0,1,29,58,2.187500000000007,2.187499999999999,0,57.96875,-5.46875,0
0,1,29,59,2.187499999999993,2.187499999999999,0,60.15625,-5.46875,0
0,1,29,60,2.1875,2.187498999999999,0,62.34375,-5.4687505,0
0,1,30,60,2.1875,2.1874999999999996,0,62.34375,-3.281251,0
0,1,31,60,2.1875,2.1875000000000004,0,62.34375,-1.0937510000000004,0
0,1,31,59,2.187499999999993,2.1874990000000003,0,60.15625,-1.0937505000000003,0
0,0,30,60,2.1875,2.1874999999999996,0,62.34375,-3.281251,0
0,1,31,59,2.187499999999993,2.1874990000000003,0,60.15625,-1.0937505000000003,0
0,1,30,59,2.187499999999993,2.1874999999999996,0,60.15625,-3.28125,0
0,1,29,59,2.187499999999993,2.187499999999999,0,60.15625,-5.46875,0
0,1,29,60,2.1875,2.187498999999999,0,62.34375,-5.4687505,0
0,1,29,61,2.187499999999986,2.187498999999999,0,64.53125,-5.4687505,0
0,1,30,61,2.187499999999986,2.1874999999999996,0,64.53125,-3.281251,0
0,1,31,61,2.187499999999986,2.1875000000000004,0,64.53125,-1.0937510000000004,0
0,1,31,60,2.1875,2.1875000000000004,0,62.34375,-1.0937510000000004,0
0,0,30,61,2.187499999999986,2.1874999999999996,0,64.53125,-3.281251,0
0,1,31,60,2.1875,2.1875000000000004,0,62.34375,-1.0937510000000004,0
0,1,30,60,2.1875,2.1874999999999996,0,62.34375,-3.281251,0
0,1,29,60,2.1875,2.187498999999999,0,62.34375,-5.4687505,0
0,1,29,61,2.187499999999986,2.187498999999999,0,64.53125,-5.4687505,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,31,61,2.187499999999986,2.1875000000000004,0,64.53125,-1.0937510000000004,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,30,63,2.1875,2.187499,0,68.90625,-3.2812515,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
